user_id,company_id,user_role,user_profile
USER-0908,COMP-011,admin,"{'age': 46, 'bachelors_field': 'business', 'birth_date': '1979-04-08', 'city': 'Clover', 'country': 'USA', 'county': 'York County', 'education_level': 'bachelors', 'email_address': 'ashley.brigman79@gmail.com', 'ethnic_background': 'white', 'first_name': 'Ashley', 'last_name': 'Brigman', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Lynn', 'occupation': 'insurance_sales_agent', 'phone_number': '704-253-8641', 'sex': 'Female', 'ssn': '249-83-7701', 'state': 'SC', 'street_name': 'Culp Dr', 'street_number': 68, 'unit': '', 'uuid': '13546686-596c-464a-b4a5-44847a95fcbc', 'zipcode': '29710'}"
USER-0167,COMP-037,individual_contributor,"{'age': 56, 'bachelors_field': 'no degree', 'birth_date': '1969-11-05', 'city': 'Creal Springs', 'country': 'USA', 'county': 'Williamson County', 'education_level': 'some_college', 'email_address': 'beth.feuerman58@gmail.com', 'ethnic_background': 'white', 'first_name': 'Beth', 'last_name': 'Feuerman', 'locale': 'en_US', 'marital_status': 'separated', 'middle_name': 'Elizabeth', 'occupation': 'purchasing_agent', 'phone_number': '618-788-8454', 'sex': 'Female', 'ssn': '321-29-2290', 'state': 'IL', 'street_name': 'N Elmwood Ave', 'street_number': 287, 'unit': 'B-7', 'uuid': '181c9397-0280-4233-a116-5c99de47c328', 'zipcode': '62922'}"
USER-0481,COMP-016,individual_contributor,"{'age': 58, 'bachelors_field': 'business', 'birth_date': '1967-06-30', 'city': 'Des Plaines', 'country': 'USA', 'county': 'Cook County', 'education_level': 'bachelors', 'email_address': 'sarahkristinemichaud45@icloud.com', 'ethnic_background': 'white', 'first_name': 'Sarah', 'last_name': 'Michaud', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Kristine', 'occupation': 'medical_assistant', 'phone_number': '224-465-5043', 'sex': 'Female', 'ssn': '322-54-6269', 'state': 'IL', 'street_name': 'Colwell', 'street_number': 157, 'unit': '', 'uuid': '88e25517-381c-4206-8797-b9f5fd87622d', 'zipcode': '60018'}"
USER-0067,COMP-011,individual_contributor,"{'age': 54, 'bachelors_field': 'no degree', 'birth_date': '1971-03-28', 'city': 'Marianna', 'country': 'USA', 'county': 'Jackson County', 'education_level': 'high_school', 'email_address': 'kbrock@outlook.com', 'ethnic_background': 'white', 'first_name': 'Kathryn', 'last_name': 'Brock', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Alexis', 'occupation': 'carpet_floor_or_tile_installer_or_finisher', 'phone_number': '334-410-2695', 'sex': 'Female', 'ssn': '266-01-7589', 'state': 'FL', 'street_name': 'NW 79th Pl', 'street_number': 523, 'unit': '', 'uuid': '74a016e1-beaf-48e8-9e7f-38f99ad900df', 'zipcode': '32446'}"
USER-0927,COMP-007,manager,"{'age': 42, 'bachelors_field': 'no degree', 'birth_date': '1983-02-24', 'city': 'Austin', 'country': 'USA', 'county': 'Williamson County', 'education_level': 'some_college', 'email_address': 'leonernest95@gmail.com', 'ethnic_background': 'black', 'first_name': 'Leon', 'last_name': 'Simmons', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'Ernest', 'occupation': 'computer_hardware_engineer', 'phone_number': '303-806-8635', 'sex': 'Male', 'ssn': '459-39-2475', 'state': 'TX', 'street_name': 'Log View Dr', 'street_number': 115, 'unit': '', 'uuid': '202b2731-4423-412d-972c-75b48595693c', 'zipcode': '78727'}"
USER-0906,COMP-046,manager,"{'age': 65, 'bachelors_field': 'no degree', 'birth_date': '1960-04-20', 'city': 'Grants Pass', 'country': 'USA', 'county': 'Josephine County', 'education_level': '9th_12th_no_diploma', 'email_address': 'lawryj85@gmail.com', 'ethnic_background': 'white', 'first_name': 'Jennifer', 'last_name': 'Lawry', 'locale': 'en_US', 'marital_status': 'widowed', 'middle_name': 'Elaine', 'occupation': 'retail_salesperson', 'phone_number': '252-275-6957', 'sex': 'Female', 'ssn': '540-71-4490', 'state': 'OR', 'street_name': 'NW Springville Rd', 'street_number': 52, 'unit': '', 'uuid': '5a2878e5-aada-45e2-b954-297224e3fff5', 'zipcode': '97527'}"
USER-0882,COMP-038,individual_contributor,"{'age': 53, 'bachelors_field': 'stem', 'birth_date': '1972-07-18', 'city': 'Milwaukee', 'country': 'USA', 'county': 'Milwaukee County', 'education_level': 'bachelors', 'email_address': 'jacquelineturner72@gmail.com', 'ethnic_background': 'white', 'first_name': 'Jacqueline', 'last_name': 'Turner', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Yvonne', 'occupation': 'cashier', 'phone_number': '414-247-9633', 'sex': 'Female', 'ssn': '389-82-4150', 'state': 'WI', 'street_name': 'Fairfield Ave', 'street_number': 195, 'unit': 'A', 'uuid': 'a3c8946b-a5bd-4923-86eb-542ff3b89a9a', 'zipcode': '53202'}"
USER-0797,COMP-044,viewer,"{'age': 27, 'bachelors_field': 'no degree', 'birth_date': '1998-09-30', 'city': 'Bakersfield', 'country': 'USA', 'county': 'Kern County', 'education_level': 'some_college', 'email_address': 'sjones1998@icloud.com', 'ethnic_background': 'white', 'first_name': 'Stephen', 'last_name': 'Jones', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'L', 'occupation': 'cashier', 'phone_number': '661-277-8589', 'sex': 'Male', 'ssn': '564-06-5782', 'state': 'CA', 'street_name': 'W Whitendale Ave', 'street_number': 310, 'unit': '', 'uuid': '488e44a3-6f7c-4639-b8ed-209a9a9fe1be', 'zipcode': '93309'}"
USER-0851,COMP-009,viewer,"{'age': 64, 'bachelors_field': 'no degree', 'birth_date': '1961-05-02', 'city': 'Silver Spring', 'country': 'USA', 'county': ""Prince George's County"", 'education_level': 'associates', 'email_address': 'wlanz@gmail.com', 'ethnic_background': 'nicaraguan', 'first_name': 'William', 'last_name': 'Lanz', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': '', 'occupation': 'registered_nurse', 'phone_number': '301-661-7879', 'sex': 'Male', 'ssn': '218-11-8688', 'state': 'MD', 'street_name': 'N 30th St', 'street_number': 358, 'unit': '', 'uuid': 'e566be9b-a7b1-4022-bb42-f58254b198d2', 'zipcode': '20904'}"
USER-0476,COMP-043,individual_contributor,"{'age': 34, 'bachelors_field': 'no degree', 'birth_date': '1991-08-11', 'city': 'Halifax', 'country': 'USA', 'county': 'Halifax County', 'education_level': '9th_12th_no_diploma', 'email_address': 'craigb@gmail.com', 'ethnic_background': 'white', 'first_name': 'Craig', 'last_name': 'Barrett', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'Ethridge', 'occupation': 'presser_textile_garment_or_related_materials', 'phone_number': '252-513-7508', 'sex': 'Male', 'ssn': '241-38-3332', 'state': 'NC', 'street_name': 'S Church St', 'street_number': 208, 'unit': 'Unit 27', 'uuid': '2fa74bca-896b-45b1-96cf-fd1c82b9af79', 'zipcode': '27839'}"
USER-0075,COMP-037,manager,"{'age': 65, 'bachelors_field': 'stem', 'birth_date': '1960-01-31', 'city': 'Wyoming', 'country': 'USA', 'county': 'Kent County', 'education_level': 'bachelors', 'email_address': 'johncharlesslagle80@gmail.com', 'ethnic_background': 'white', 'first_name': 'John', 'last_name': 'Slagle', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Charles', 'occupation': 'sales_representative_of_services', 'phone_number': '616-975-5632', 'sex': 'Male', 'ssn': '373-43-8372', 'state': 'MI', 'street_name': 'Green Springs Dr', 'street_number': 19, 'unit': '', 'uuid': 'a41196d4-3bd9-4834-bda1-56f6ebc7e9a5', 'zipcode': '49519'}"
USER-0253,COMP-040,viewer,"{'age': 51, 'bachelors_field': 'no degree', 'birth_date': '1974-05-17', 'city': 'Irvine', 'country': 'USA', 'county': 'Orange County', 'education_level': 'high_school', 'email_address': 'jaelee1974@gmail.com', 'ethnic_background': 'east asian', 'first_name': 'Jae', 'last_name': 'Lee', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Xuan', 'occupation': 'project_management_specialist', 'phone_number': '949-267-4627', 'sex': 'Male', 'ssn': '560-52-6812', 'state': 'CA', 'street_name': 'Grand Del Mar Pl', 'street_number': 203, 'unit': '', 'uuid': 'e41cceeb-e897-4a15-828a-8a39b18ae5cf', 'zipcode': '92604'}"
USER-0770,COMP-019,individual_contributor,"{'age': 27, 'bachelors_field': 'no degree', 'birth_date': '1998-03-08', 'city': 'Knoxville', 'country': 'USA', 'county': 'Knox County', 'education_level': 'associates', 'email_address': 'bcrowell98@gmx.com', 'ethnic_background': 'white', 'first_name': 'Brendan', 'last_name': 'Crowell', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'R', 'occupation': 'first_line_supervisor_of_food_preparation_or_serving_worker', 'phone_number': '865-821-0899', 'sex': 'Male', 'ssn': '413-76-8700', 'state': 'TN', 'street_name': 'Rogers Rd', 'street_number': 115, 'unit': '', 'uuid': '3e0d7324-3369-4b67-bcff-98543af3f6da', 'zipcode': '37921'}"
USER-0854,COMP-023,viewer,"{'age': 42, 'bachelors_field': 'no degree', 'birth_date': '1983-06-11', 'city': 'Beaumont', 'country': 'USA', 'county': 'Riverside County', 'education_level': 'less_than_9th', 'email_address': 'peter.scott83@icloud.com', 'ethnic_background': 'mexican', 'first_name': 'Peter', 'last_name': 'Scott', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': '', 'occupation': 'software_developer', 'phone_number': '951-864-7002', 'sex': 'Male', 'ssn': '565-63-0019', 'state': 'CA', 'street_name': 'Church St', 'street_number': 115, 'unit': '', 'uuid': '717a639d-edf4-41a6-8d6c-d8d52a958a85', 'zipcode': '92223'}"
USER-0767,COMP-045,individual_contributor,"{'age': 42, 'bachelors_field': 'no degree', 'birth_date': '1983-02-24', 'city': 'Rockwood', 'country': 'USA', 'county': 'Somerset County', 'education_level': 'high_school', 'email_address': 'johnathan.berry1983@icloud.com', 'ethnic_background': 'white', 'first_name': 'Johnathan', 'last_name': 'Berry', 'locale': 'en_US', 'marital_status': 'divorced', 'middle_name': 'Levy', 'occupation': 'butcher_or_meat_poultry_or_fish_processing_worker', 'phone_number': '582-442-8943', 'sex': 'Male', 'ssn': '197-26-3267', 'state': 'PA', 'street_name': 'Webb Road', 'street_number': 150, 'unit': '', 'uuid': 'b8e9a48a-eea7-4eee-bb9f-6e1c295a75e0', 'zipcode': '15557'}"
USER-0686,COMP-014,individual_contributor,"{'age': 60, 'bachelors_field': 'stem', 'birth_date': '1965-11-18', 'city': 'Canton', 'country': 'USA', 'county': 'Madison County', 'education_level': 'bachelors', 'email_address': 'davidw@icloud.com', 'ethnic_background': 'white', 'first_name': 'David', 'last_name': 'Fishman', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'W', 'occupation': 'driver_sales_worker_or_truck_driver', 'phone_number': '601-586-9327', 'sex': 'Male', 'ssn': '428-84-7079', 'state': 'MS', 'street_name': 'Lumpkin Rd', 'street_number': 19, 'unit': '', 'uuid': '763aae9e-3342-486c-a726-917e1aeb754c', 'zipcode': '39046'}"
USER-0952,COMP-005,admin,"{'age': 33, 'bachelors_field': 'business', 'birth_date': '1991-12-27', 'city': 'Clawson', 'country': 'USA', 'county': 'Oakland County', 'education_level': 'bachelors', 'email_address': 'lauriens1991@icloud.com', 'ethnic_background': 'white', 'first_name': 'Laurien', 'last_name': 'Smith', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Marie', 'occupation': 'retail_salesperson', 'phone_number': '947-718-4945', 'sex': 'Female', 'ssn': '362-51-8370', 'state': 'MI', 'street_name': 'Ace Pl', 'street_number': 382, 'unit': '', 'uuid': '6961232c-87ba-4a2c-9299-2bb571b14fbd', 'zipcode': '48017'}"
USER-0575,COMP-045,viewer,"{'age': 51, 'bachelors_field': 'no degree', 'birth_date': '1974-11-24', 'city': 'Brighton', 'country': 'USA', 'county': 'Adams County', 'education_level': 'some_college', 'email_address': 'samanthaa50@gmail.com', 'ethnic_background': 'white', 'first_name': 'Samantha', 'last_name': 'Cole', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'A', 'occupation': 'home_health_aide', 'phone_number': '983-995-3565', 'sex': 'Female', 'ssn': '521-47-9942', 'state': 'CO', 'street_name': 'Marie Rd', 'street_number': 93, 'unit': 'Apt 25J', 'uuid': '61f65678-b430-4aef-b862-2c34dde0be8d', 'zipcode': '80601'}"
USER-0190,COMP-002,manager,"{'age': 56, 'bachelors_field': 'business', 'birth_date': '1969-03-16', 'city': 'Suwanee', 'country': 'USA', 'county': 'Forsyth County', 'education_level': 'bachelors', 'email_address': 'elaine.hoffman@hotmail.com', 'ethnic_background': 'white', 'first_name': 'Elaine', 'last_name': 'Hoffman', 'locale': 'en_US', 'marital_status': 'divorced', 'middle_name': 'Lynne', 'occupation': 'receptionist_or_information_clerk', 'phone_number': '678-558-1870', 'sex': 'Female', 'ssn': '252-83-4301', 'state': 'GA', 'street_name': 'Bear Mountain Street', 'street_number': 4, 'unit': '', 'uuid': 'd44cb9ec-d1cc-44c4-a60e-da9df7e1c208', 'zipcode': '30024'}"
USER-0252,COMP-021,manager,"{'age': 24, 'bachelors_field': 'no degree', 'birth_date': '2001-04-22', 'city': 'Woodbridge', 'country': 'USA', 'county': 'Prince William County', 'education_level': 'some_college', 'email_address': 'awildeman01@outlook.com', 'ethnic_background': 'white', 'first_name': 'Anthony', 'last_name': 'Wildeman', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'O', 'occupation': 'ship_or_boat_captain_or_operator', 'phone_number': '703-403-6925', 'sex': 'Male', 'ssn': '228-04-0746', 'state': 'VA', 'street_name': 'Oak Tree Blvd NW', 'street_number': 270, 'unit': '', 'uuid': 'f561f06b-0aab-47a9-8cd7-dedb292b1ccd', 'zipcode': '22193'}"
USER-0932,COMP-027,manager,"{'age': 40, 'bachelors_field': 'arts_humanities', 'birth_date': '1985-01-06', 'city': 'Worcester', 'country': 'USA', 'county': 'Worcester County', 'education_level': 'bachelors', 'email_address': 'daniel.weber52@gmail.com', 'ethnic_background': 'white', 'first_name': 'Daniel', 'last_name': 'Weber', 'locale': 'en_US', 'marital_status': 'divorced', 'middle_name': '', 'occupation': 'assembler_or_fabricator', 'phone_number': '508-862-5750', 'sex': 'Male', 'ssn': '011-59-3908', 'state': 'MA', 'street_name': 'Mayflower St', 'street_number': 228, 'unit': '', 'uuid': 'df399355-59fd-4105-9bbb-9cab9fe2d299', 'zipcode': '01606'}"
USER-0934,COMP-050,manager,"{'age': 33, 'bachelors_field': 'no degree', 'birth_date': '1992-07-29', 'city': 'Orlando', 'country': 'USA', 'county': 'Orange County', 'education_level': 'less_than_9th', 'email_address': 'malikk19@gmail.com', 'ethnic_background': 'south asian', 'first_name': 'Kobra', 'last_name': 'Malik', 'locale': 'en_US', 'marital_status': 'divorced', 'middle_name': 'Narine', 'occupation': 'manufactured_building_or_mobile_home_installer', 'phone_number': '689-439-2567', 'sex': 'Male', 'ssn': '264-88-9591', 'state': 'FL', 'street_name': 'Pinar Dr', 'street_number': 213, 'unit': '', 'uuid': 'f36b4db2-7f12-4c97-98ea-aec309229205', 'zipcode': '32835'}"
USER-0497,COMP-035,viewer,"{'age': 61, 'bachelors_field': 'no degree', 'birth_date': '1964-02-01', 'city': 'Thompsons Station', 'country': 'USA', 'county': 'Williamson County', 'education_level': 'some_college', 'email_address': 'marvintrammell67@gmail.com', 'ethnic_background': 'white', 'first_name': 'Marvin', 'last_name': 'Trammell', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'L', 'occupation': 'electrician', 'phone_number': '848-324-6895', 'sex': 'Male', 'ssn': '415-23-6187', 'state': 'TN', 'street_name': 'Carrollton Rd', 'street_number': 105, 'unit': '', 'uuid': '875e94ce-ed49-49eb-928f-83283aa7e469', 'zipcode': '37179'}"
USER-0581,COMP-044,admin,"{'age': 33, 'bachelors_field': 'education', 'birth_date': '1992-03-22', 'city': 'Jackson', 'country': 'USA', 'county': 'Hinds County', 'education_level': 'bachelors', 'email_address': 'williamsg40@gmail.com', 'ethnic_background': 'black', 'first_name': 'Garry', 'last_name': 'Williams', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': '', 'occupation': 'driver_sales_worker_or_truck_driver', 'phone_number': '601-495-6687', 'sex': 'Male', 'ssn': '427-10-2681', 'state': 'MS', 'street_name': 'W Willow Point Pl', 'street_number': 141, 'unit': '', 'uuid': '6784dc75-d899-4819-bfd9-6c17ce3160bb', 'zipcode': '39212'}"
USER-0205,COMP-015,manager,"{'age': 51, 'bachelors_field': 'no degree', 'birth_date': '1974-11-02', 'city': 'San Diego', 'country': 'USA', 'county': 'San Diego County', 'education_level': 'high_school', 'email_address': 'vu.nguyen74@gmail.com', 'ethnic_background': 'southeast asian', 'first_name': 'Vu', 'last_name': 'Nguyen', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': '', 'occupation': 'butcher_or_meat_poultry_or_fish_processing_worker', 'phone_number': '858-986-5196', 'sex': 'Male', 'ssn': '545-24-5238', 'state': 'CA', 'street_name': 'India St', 'street_number': 222, 'unit': '', 'uuid': '894b08f4-f4b4-4c9a-88e6-4b0a3f2cb183', 'zipcode': '92139'}"
USER-0188,COMP-030,individual_contributor,"{'age': 31, 'bachelors_field': 'no degree', 'birth_date': '1994-11-30', 'city': 'Chillicothe', 'country': 'USA', 'county': 'Jackson County', 'education_level': '9th_12th_no_diploma', 'email_address': 'brianw@gmail.com', 'ethnic_background': 'white', 'first_name': 'Brian', 'last_name': 'Wang', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'J', 'occupation': 'computer_network_architect', 'phone_number': '740-548-0492', 'sex': 'Male', 'ssn': '296-26-2455', 'state': 'OH', 'street_name': 'W Montgomery St', 'street_number': 34, 'unit': '', 'uuid': '68cd2457-72eb-4788-989e-98a90232dce1', 'zipcode': '45601'}"
USER-0131,COMP-036,admin,"{'age': 52, 'bachelors_field': 'no degree', 'birth_date': '1973-08-10', 'city': 'Cottonwood', 'country': 'USA', 'county': 'Idaho County', 'education_level': 'high_school', 'email_address': 'wilsonr83@yahoo.com', 'ethnic_background': 'white', 'first_name': 'Robert', 'last_name': 'Wilson', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Patrick', 'occupation': 'financial_manager', 'phone_number': '986-252-1537', 'sex': 'Male', 'ssn': '519-84-1477', 'state': 'ID', 'street_name': 'Surprise Creek Road', 'street_number': 324, 'unit': '', 'uuid': 'cd717f44-0de1-4342-a023-4afec294530a', 'zipcode': '83522'}"
USER-0977,COMP-016,viewer,"{'age': 38, 'bachelors_field': 'stem_related', 'birth_date': '1987-06-22', 'city': 'Loma Linda', 'country': 'USA', 'county': 'San Bernardino County', 'education_level': 'bachelors', 'email_address': 'melissa.highsmith87@protonmail.com', 'ethnic_background': 'white', 'first_name': 'Melissa', 'last_name': 'Highsmith', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'Ann', 'occupation': 'cook', 'phone_number': '909-935-4271', 'sex': 'Female', 'ssn': '552-99-5877', 'state': 'CA', 'street_name': 'China Berry Ct', 'street_number': 279, 'unit': '', 'uuid': '8cdd1f67-9e4d-40ec-b81b-80a00e080b16', 'zipcode': '92354'}"
USER-0290,COMP-033,viewer,"{'age': 40, 'bachelors_field': 'education', 'birth_date': '1985-10-26', 'city': 'Montgomery', 'country': 'USA', 'county': 'Kane County', 'education_level': 'bachelors', 'email_address': 'kannoc11@hotmail.com', 'ethnic_background': 'east asian', 'first_name': 'Christy', 'last_name': 'Kanno', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': '', 'occupation': 'hairdresser_hairstylist_or_cosmetologist', 'phone_number': '331-256-6166', 'sex': 'Female', 'ssn': '319-39-8971', 'state': 'IL', 'street_name': 'Ells Ave', 'street_number': 120, 'unit': '', 'uuid': 'da205e6a-b49f-46e2-b810-e1333b0b6965', 'zipcode': '60538'}"
USER-0163,COMP-039,manager,"{'age': 24, 'bachelors_field': 'no degree', 'birth_date': '2001-03-30', 'city': 'Owatonna', 'country': 'USA', 'county': 'Steele County', 'education_level': 'some_college', 'email_address': 'brettlopez@protonmail.com', 'ethnic_background': 'white', 'first_name': 'Brett', 'last_name': 'Lopez', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'Dewayne', 'occupation': 'helper_production_worker', 'phone_number': '507-566-3801', 'sex': 'Male', 'ssn': '475-41-7194', 'state': 'MN', 'street_name': 'S 4th St', 'street_number': 645, 'unit': '', 'uuid': '7d3f266d-aef7-4f68-b9ff-771a08ad89f7', 'zipcode': '55060'}"
USER-0866,COMP-037,admin,"{'age': 46, 'bachelors_field': 'no degree', 'birth_date': '1979-08-17', 'city': 'Las Vegas', 'country': 'USA', 'county': 'Clark County', 'education_level': '9th_12th_no_diploma', 'email_address': 'friedmanr30@icloud.com', 'ethnic_background': 'white', 'first_name': 'Ryan', 'last_name': 'Friedman', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'Ledoux', 'occupation': 'secretary_or_administrative_assistant', 'phone_number': '725-392-0844', 'sex': 'Male', 'ssn': '530-40-2757', 'state': 'NV', 'street_name': 'Kelso Mesa Dr', 'street_number': 25, 'unit': '', 'uuid': 'b66dc5ee-f874-40e8-9597-30c986d0f8fd', 'zipcode': '89121'}"
USER-0162,COMP-015,admin,"{'age': 22, 'bachelors_field': 'no degree', 'birth_date': '2003-10-16', 'city': 'Arcadia', 'country': 'USA', 'county': 'DeSoto County', 'education_level': 'high_school', 'email_address': 'patrickdonaldmaddox@gmail.com', 'ethnic_background': 'white', 'first_name': 'Patrick', 'last_name': 'Maddox', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'Donald', 'occupation': 'maid_or_housekeeping_cleaner', 'phone_number': '941-802-3976', 'sex': 'Male', 'ssn': '264-83-3612', 'state': 'FL', 'street_name': 'Buckbean Branch Ln E', 'street_number': 115, 'unit': '', 'uuid': 'ed0a9cd7-c641-4b95-a879-9550427a3f85', 'zipcode': '34266'}"
USER-0670,COMP-025,individual_contributor,"{'age': 43, 'bachelors_field': 'no degree', 'birth_date': '1982-03-10', 'city': 'Farmington', 'country': 'USA', 'county': 'Davis County', 'education_level': 'high_school', 'email_address': 'jackson.dent@protonmail.com', 'ethnic_background': 'white', 'first_name': 'Jackson', 'last_name': 'Dent', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Michael', 'occupation': 'respiratory_therapist', 'phone_number': '385-911-0394', 'sex': 'Male', 'ssn': '529-75-9948', 'state': 'UT', 'street_name': 'E Valco Dr', 'street_number': 308, 'unit': '', 'uuid': '20dfd5ea-e5fa-46ab-bbfd-1c031f982268', 'zipcode': '84025'}"
USER-0292,COMP-048,viewer,"{'age': 52, 'bachelors_field': 'stem', 'birth_date': '1973-07-20', 'city': 'Westford', 'country': 'USA', 'county': 'Middlesex County', 'education_level': 'bachelors', 'email_address': 'pravin.hansraj1973@gmail.com', 'ethnic_background': 'south asian', 'first_name': 'Pravin', 'last_name': 'Hansraj', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Paw', 'occupation': 'computer_programmer', 'phone_number': '978-848-4234', 'sex': 'Male', 'ssn': '023-17-6547', 'state': 'MA', 'street_name': 'Ashmont St', 'street_number': 138, 'unit': '33', 'uuid': 'fae0c391-34cf-453d-a36c-66252e933e41', 'zipcode': '01886'}"
USER-0033,COMP-014,viewer,"{'age': 49, 'bachelors_field': 'no degree', 'birth_date': '1976-02-26', 'city': 'Draper', 'country': 'USA', 'county': 'Utah County', 'education_level': 'some_college', 'email_address': 'norma.luckett26@gmail.com', 'ethnic_background': 'black', 'first_name': 'Norma', 'last_name': 'Luckett', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Renate', 'occupation': 'optician_dispensing', 'phone_number': '801-952-4291', 'sex': 'Female', 'ssn': '529-37-2322', 'state': 'UT', 'street_name': '3rd Street Northeast', 'street_number': 78, 'unit': '', 'uuid': '0a7178dd-3b23-419b-a074-5e21337dd7b7', 'zipcode': '84020'}"
USER-0638,COMP-027,individual_contributor,"{'age': 30, 'bachelors_field': 'stem', 'birth_date': '1995-11-30', 'city': 'Russellville', 'country': 'USA', 'county': 'Pope County', 'education_level': 'bachelors', 'email_address': 'toshia.randall72@gmail.com', 'ethnic_background': 'white', 'first_name': 'Toshia', 'last_name': 'Randall', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'Dewayne', 'occupation': 'postsecondary_teacher', 'phone_number': '501-785-1899', 'sex': 'Male', 'ssn': '430-88-1630', 'state': 'AR', 'street_name': 'Kentuck Rd', 'street_number': 121, 'unit': '', 'uuid': '875f5073-413a-473e-b4a8-e80c61a6bacf', 'zipcode': '72802'}"
USER-0604,COMP-028,manager,"{'age': 33, 'bachelors_field': 'no degree', 'birth_date': '1992-10-18', 'city': 'Arecibo', 'country': 'USA', 'county': 'Florida Municipio', 'education_level': 'some_college', 'email_address': 'angie_rodriguez61@hotmail.com', 'ethnic_background': 'puerto rican', 'first_name': 'Angie', 'last_name': 'Rodriguez', 'locale': 'en_US', 'marital_status': 'divorced', 'middle_name': 'Marie', 'occupation': 'customer_service_representative', 'phone_number': '787-912-2635', 'sex': 'Female', 'ssn': '598-72-0160', 'state': 'PR', 'street_name': 'Mountain Pass Mine', 'street_number': 309, 'unit': '', 'uuid': 'd2dc078d-ab2a-453b-94d4-2c86315d5af3', 'zipcode': '00612'}"
USER-0269,COMP-006,admin,"{'age': 56, 'bachelors_field': 'no degree', 'birth_date': '1969-03-02', 'city': 'Port Richey', 'country': 'USA', 'county': 'Pasco County', 'education_level': 'some_college', 'email_address': 'puellol@icloud.com', 'ethnic_background': 'puerto rican', 'first_name': 'Leidy', 'last_name': 'Puello', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': '', 'occupation': 'bookkeeping_accounting_or_auditing_clerk', 'phone_number': '727-783-2094', 'sex': 'Female', 'ssn': '266-02-0228', 'state': 'FL', 'street_name': 'Barcelona Ave', 'street_number': 313, 'unit': '', 'uuid': 'c4937098-b83c-4065-9bc5-1d01ce341903', 'zipcode': '34668'}"
USER-0825,COMP-033,manager,"{'age': 61, 'bachelors_field': 'no degree', 'birth_date': '1964-08-12', 'city': 'Dayton', 'country': 'USA', 'county': 'Montgomery County', 'education_level': 'some_college', 'email_address': 'abdallahjohnson64@yahoo.com', 'ethnic_background': 'black', 'first_name': 'Abdallah', 'last_name': 'Johnson', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'Gerard', 'occupation': 'courier_or_messenger', 'phone_number': '326-651-2785', 'sex': 'Male', 'ssn': '279-62-6283', 'state': 'OH', 'street_name': ""Lake'S Edge Way"", 'street_number': 4, 'unit': '', 'uuid': '0952c385-45ea-4c9e-a27f-cdd54e79ba1c', 'zipcode': '45405'}"
USER-0201,COMP-001,admin,"{'age': 55, 'bachelors_field': 'no degree', 'birth_date': '1970-05-28', 'city': 'Denver', 'country': 'USA', 'county': 'Jefferson County', 'education_level': '9th_12th_no_diploma', 'email_address': 'joseph.bollen@icloud.com', 'ethnic_background': 'white', 'first_name': 'Joseph', 'last_name': 'Bollen', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'R', 'occupation': 'carpenter', 'phone_number': '983-510-1835', 'sex': 'Male', 'ssn': '524-21-8890', 'state': 'CO', 'street_name': 'Birch Dr', 'street_number': 202, 'unit': '', 'uuid': '7aaadec9-0473-4f02-9d4f-047e50215645', 'zipcode': '80204'}"
